country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Albania,AL,ALB,8,Mortality rate age 10-14,1998,2.30161905873694,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Albania,AL,ALB,8,Mortality rate age 10-14,1999,2.24224349064461,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Albania,AL,ALB,8,Mortality rate age 10-14,2000,2.19753557717584,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Albania,AL,ALB,8,Mortality rate age 10-14,2001,2.15641198615724,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Albania,AL,ALB,8,Mortality rate age 10-14,2002,2.1096657477595,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Albania,AL,ALB,8,Mortality rate age 10-14,2003,2.05309924726282,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Albania,AL,ALB,8,Mortality rate age 10-14,2004,1.99443964383117,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Albania,AL,ALB,8,Mortality rate age 10-14,2005,1.93524106355125,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Albania,AL,ALB,8,Mortality rate age 10-14,2006,1.87396122109751,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Albania,AL,ALB,8,Mortality rate age 10-14,2007,1.81066477203862,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Albania,AL,ALB,8,Mortality rate age 10-14,2008,1.74676175451594,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Albania,AL,ALB,8,Mortality rate age 10-14,2009,1.68625505968178,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Albania,AL,ALB,8,Mortality rate age 10-14,2010,1.62551351874463,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Albania,AL,ALB,8,Mortality rate age 10-14,2011,1.5660087686491,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Albania,AL,ALB,8,Mortality rate age 10-14,2012,1.50859711653162,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Albania,AL,ALB,8,Mortality rate age 10-14,2013,1.44927003056228,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Albania,AL,ALB,8,Mortality rate age 10-14,2014,1.39032383923587,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Albania,AL,ALB,8,Mortality rate age 10-14,2015,1.33591380005449,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Albania,AL,ALB,8,Mortality rate age 10-14,2016,1.28841911950961,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Albania,AL,ALB,8,Mortality rate age 10-14,2017,1.24534670530918,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Albania,AL,ALB,8,Mortality rate age 10-14,2018,1.19793202764007,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Albania,AL,ALB,8,Mortality rate age 10-14,2019,1.1574032107049,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Albania,AL,ALB,8,Mortality rate age 10-14,2020,1.1176902042852,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Albania,AL,ALB,8,Mortality rate age 10-14,2021,1.08149549540959,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Albania,AL,ALB,8,Mortality rate age 10-14,2022,1.0454969486563,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Albania,AL,ALB,8,Mortality rate age 10-14,1990,2.58448315972648,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Albania,AL,ALB,8,Mortality rate age 10-14,1991,2.45069619361127,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Albania,AL,ALB,8,Mortality rate age 10-14,1992,2.32366409010554,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Albania,AL,ALB,8,Mortality rate age 10-14,1993,2.20523574623843,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Albania,AL,ALB,8,Mortality rate age 10-14,1994,2.09875588498409,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Albania,AL,ALB,8,Mortality rate age 10-14,1995,2.00822171163328,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Albania,AL,ALB,8,Mortality rate age 10-14,1996,1.93314845033976,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Albania,AL,ALB,8,Mortality rate age 10-14,1997,2.18176966667105,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Albania,AL,ALB,8,Mortality rate age 10-14,1998,1.8248386849482,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Albania,AL,ALB,8,Mortality rate age 10-14,1999,1.78596131033404,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Albania,AL,ALB,8,Mortality rate age 10-14,2000,1.7528967716729,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Albania,AL,ALB,8,Mortality rate age 10-14,2001,1.72090895010601,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Albania,AL,ALB,8,Mortality rate age 10-14,2002,1.69041920637858,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Albania,AL,ALB,8,Mortality rate age 10-14,2003,1.65746327585525,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Albania,AL,ALB,8,Mortality rate age 10-14,2004,1.62302962527261,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Albania,AL,ALB,8,Mortality rate age 10-14,2005,1.58668302551634,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Albania,AL,ALB,8,Mortality rate age 10-14,2006,1.54817128347973,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Albania,AL,ALB,8,Mortality rate age 10-14,2007,1.50876288040369,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Albania,AL,ALB,8,Mortality rate age 10-14,2008,1.4695106447753,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Albania,AL,ALB,8,Mortality rate age 10-14,2009,1.4309313587848,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Albania,AL,ALB,8,Mortality rate age 10-14,2010,1.39201115427168,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Albania,AL,ALB,8,Mortality rate age 10-14,2011,1.35302572029294,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Albania,AL,ALB,8,Mortality rate age 10-14,2012,1.31408619765616,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Albania,AL,ALB,8,Mortality rate age 10-14,2013,1.27592862090664,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Albania,AL,ALB,8,Mortality rate age 10-14,2014,1.23789523607365,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Albania,AL,ALB,8,Mortality rate age 10-14,2015,1.20056453232875,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Albania,AL,ALB,8,Mortality rate age 10-14,2016,1.16391583513153,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Albania,AL,ALB,8,Mortality rate age 10-14,2017,1.12884965134352,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Albania,AL,ALB,8,Mortality rate age 10-14,2018,1.09281799255367,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Albania,AL,ALB,8,Mortality rate age 10-14,2019,1.05872178245925,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Albania,AL,ALB,8,Mortality rate age 10-14,2020,1.02514292993527,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Albania,AL,ALB,8,Mortality rate age 10-14,2021,0.993528037091407,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Albania,AL,ALB,8,Mortality rate age 10-14,2022,0.962548717095224,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Algeria,DZ,DZA,12,Mortality rate age 10-14,1990,3.22996029943978,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Algeria,DZ,DZA,12,Mortality rate age 10-14,1991,3.11408193354856,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Algeria,DZ,DZA,12,Mortality rate age 10-14,1992,3.00287831148671,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
